index,name,min_age,max_age,region,edu,edu_limit,job
264,우수스타트업 일자리 지원,18,39,강원도,제한없음,제한없음,제한없음
265,희망드림취업지원센터 운영,0,100,경상남도,제한없음,제한없음,미취업자
266,취업준비 마스터 과정 운영,18,39,부산광역시,고교 재학,제한없음,미취업자
266,취업준비 마스터 과정 운영,18,39,부산광역시,고교 졸업예정,제한없음,미취업자
266,취업준비 마스터 과정 운영,18,39,부산광역시,대학 재학,제한없음,미취업자
266,취업준비 마스터 과정 운영,18,39,부산광역시,대학 졸업예정,제한없음,미취업자
267,청년예술인 발굴 지원,19,34,경상남도,제한없음,제한없음,제한없음
268,일자리 공감페이(Pay) 지원사업,18,39,경상북도,제한없음,제한없음,미취업자
269,청년 일자리카페 운영,19,34,경기도,제한없음,제한없음,미취업자
270,채용박람회,19,39,대전광역시,제한없음,제한없음,제한없음
271,일자리종합센터 취업지원 프로그램,0,100,충청남도,제한없음,제한없음,제한없음
272,ICT 석박사 인재의 핵심 기술관련 R 역량 강화,0,100,전국,대학원생,제한없음,미취업자
273,청년다락 운영,19,39,제주도,제한없음,제한없음,제한없음
274,충북인재 지역안착 프로젝트,20,39,충청북도,제한없음,제한없음,미취업자
275,민간취업연계 뉴딜일자리 발굴확대,18,100,서울특별시,제한없음,제한없음,미취업자
276,학사학위 취득지원,0,100,경상북도,고졸,제한없음,제한없음
277,청년희망캐스팅,18,39,부산광역시,제한없음,제한없음,미취업자
278,청년 gogo온라인 취업멘토링,19,49,대전광역시,제한없음,제한없음,미취업자
279,산업계 주도 청년 맞춤형 훈련,0,100,전국,제한없음,제한없음,미취업자
279,산업계 주도 청년 맞춤형 훈련,0,100,전국,제한없음,제한없음,재직자
280,대학일자리센터 지원,0,100,강원도,대학 재학,제한없음,제한없음
281,(경상남도) 대학일자리센터 운영,0,100,경상남도,제한없음,제한없음,미취업자
282,경기도 해운물류 인력양성 지원,0,100,경기도,대학 졸업예정,제한없음,미취업자
282,경기도 해운물류 인력양성 지원,0,100,경기도,대졸,제한없음,미취업자
283,청년과 기업의 희망브리지 사업,16,39,대구광역시,고교 재학,제한없음,미취업자
283,청년과 기업의 희망브리지 사업,16,39,대구광역시,대학 재학,제한없음,미취업자
284,스마트시티 혁신인재육성,0,100,전국,대졸,제한없음,제한없음
284,스마트시티 혁신인재육성,0,100,전국,대학 졸업예정,제한없음,제한없음
285,청년 직장체험 프로그램 운영,18,34,서울특별시,대학 졸업예정,제한없음,미취업자
285,청년 직장체험 프로그램 운영,18,34,서울특별시,대졸,제한없음,미취업자
286,청춘센터 운영,15,39,경상북도,제한없음,제한없음,제한없음
287,지역산업맞춤형 인력양성사업,0,100,전국,제한없음,제한없음,제한없음
288,글로벌 인재양성지원 사업,0,100,전국,대학원생,제한없음,미취업자
289,"WFK-청년봉사단(The Pacific Asia Society, PAS)",0,100,전국,대학 재학,제한없음,제한없음
290,디지털디자인 융합인력 청년일자리 창출사업,18,39,대구광역시,대학 졸업예정,제한없음,미취업자
290,디지털디자인 융합인력 청년일자리 창출사업,18,39,대구광역시,대졸,제한없음,미취업자
291,서구일자리센터 잡카페 「청춘발산공작소」운영,0,100,광주광역시,제한없음,제한없음,제한없음
292,남구 드림피아 청년고용 창출사업,18,39,대구광역시,제한없음,제한없음,제한없음
293,맞춤평 평생학습 프로그램 운영,19,34,대전광역시,제한없음,제한없음,제한없음
294,벤처 청년+ 지원사업,0,39,대구광역시,제한없음,제한없음,미취업자
295,진로심리 상담센터 운영지원,18,39,인천광역시,제한없음,제한없음,미취업자
296,청년 취업날개 코디네이터,15,39,경상북도,제한없음,제한없음,미취업자
297,청년일드림사업,18,39,경기도,제한없음,고교 재학,미취업자
297,청년일드림사업,18,39,경기도,제한없음,대학 재학,미취업자
297,청년일드림사업,18,39,경기도,제한없음,대학원 재학,미취업자
298,Dalseo 해외취업 온라인 컨설팅,0,100,대구광역시,제한없음,제한없음,제한없음
299,대학생 멘토링,19,35,서울특별시,대학 재학,제한없음,제한없음
300,경남 상생공제,18,34,경상남도,제한없음,제한없음,재직자
301,MICE 아카데미 운영,0,100,울산광역시,제한없음,제한없음,제한없음
302,충남 일자리종합센터 운영,0,100,충청남도,제한없음,제한없음,제한없음
303,관광전문인력 양성,18,40,전국,제한없음,제한없음,미취업자
303,관광전문인력 양성,18,40,전국,제한없음,제한없음,재직자
304,청년창업농(청년창업형 후계농) 및 영농정착 지원사업,18,39,전국,제한없음,제한없음,제한없음
305,차세대보안리더(BoB),0,100,전국,제한없음,제한없음,미취업자
306,지역정착 청년 근로자 인센티브 지원사업,18,34,충청북도,제한없음,제한없음,재직자
307,인천 마이스업체 청년 인턴십 운영,0,39,인천광역시,제한없음,제한없음,미취업자
308,국제기구 진출 설명회 개최,0,100,서울특별시,제한없음,제한없음,제한없음
309,생활체육지도자 활동 지원,19,60,전국,제한없음,제한없음,미취업자
310,도시재생 전문인력 양성사업 지원,0,100,광주광역시,제한없음,제한없음,제한없음
311,인천콘텐츠코리아랩 운영,0,100,인천광역시,제한없음,제한없음,제한없음
312,수원시 대.소규모 일자리 박람회,0,100,경기도,제한없음,제한없음,제한없음
313,기업인력애로센터 활용 청년취업 지원,0,34,전국,제한없음,제한없음,미취업자
314,취업역량강화 프로그램 운영,18,39,경기도,제한없음,제한없음,제한없음
315,경남 사회적경제 청년부흥 프로젝트(지원),0,39,경상남도,제한없음,제한없음,미취업자
316,2021년 해운대형 지역공동체 문화일자리사업,18,39,부산광역시,제한없음,제한없음,미취업자
317,문화돌봄 문화예술교육 강사 일자리 창출,0,100,서울특별시,제한없음,제한없음,제한없음
318,찾아가는 청년희망버스,0,100,전라남도,제한없음,제한없음,제한없음
319,해외일자리 컨설팅 사업,19,39,대전광역시,제한없음,제한없음,제한없음
320,산업기능요원 편입,18,100,전국,제한없음,제한없음,미취업자
321,"KOICA 다자협력전문가(KOICA Cooperation officer, KMCO)",20,99,전국,제한없음,제한없음,제한없음
322,경북형 대학일자리센터지원,0,100,경상북도,대학 재학,제한없음,미취업자
322,경북형 대학일자리센터지원,0,100,경상북도,대학 졸업예정,제한없음,미취업자
323,특성화고생 지역정착 활성화 취업지원,18,39,충청남도,고교 졸업예정,제한없음,미취업자
323,특성화고생 지역정착 활성화 취업지원,18,39,충청남도,고졸,제한없음,미취업자
324,청소년 근로권익센터,15,100,전국,제한없음,제한없음,제한없음
325,진주시 4차 산업혁명 청년 스마트 교육사업,18,39,경상남도,제한없음,제한없음,제한없음
326,"거제청년 일, 잠자리 도움사업",18,39,경상남도,제한없음,제한없음,미취업자
327,충북청년희망센터 운영,20,39,충청북도,제한없음,제한없음,제한없음
328,일드림센터 청년 취창업 훈련 프로그램 운영,18,39,경기도,제한없음,제한없음,제한없음
329,청년미디어타워 운영,18,39,인천광역시,제한없음,제한없음,미취업자
330,대학 진로탐색학점제 확산 지원,0,100,전국,대학생,제한없음,미취업자
331,청년 소셜리빙랩,19,39,대구광역시,제한없음,제한없음,제한없음
332,맞춤형 취업박람회 개최,0,100,서울특별시,제한없음,제한없음,제한없음
333,대졸 청년 방위산업 분야 전문교육 제공,0,34,전국,대졸,제한없음,미취업자
333,대졸 청년 방위산업 분야 전문교육 제공,0,34,전국,대학 졸업예정,제한없음,미취업자
334,농식품 청년 해외개척단(AFLO),1,34,전국,제한없음,제한없음,미취업자
335,세종시시 중소기업 청년일자리 지원사업,18,39,세종시,제한없음,제한없음,미취업자
336,횡성형 청년일자리(전입근로수당.정착지원금) 사업,18,55,강원도,제한없음,제한없음,제한없음
337,청년 아이디어 공모사업(꿈을 잡고 프로젝트),18,34,대전광역시,제한없음,제한없음,제한없음
338,군 장병 자기개발 지원,18,99,전국,제한없음,제한없음,제한없음
339,다담은펫샵,18,39,부산광역시,제한없음,제한없음,미취업자
340,노원형 청년 일자리사업(지역주도형 청년일자리사업),19,39,서울특별시,제한없음,제한없음,제한없음
341,대학생 중소기업인턴십 지원,0,100,울산광역시,대학 재학,제한없음,제한없음
342,청년 면접정장 대여사업,18,39,울산광역시,제한없음,제한없음,제한없음
343,국가인적자원개발 컨소시엄,0,100,전국,제한없음,제한없음,재직자
344,청년해냄센터 운영,18,39,경기도,제한없음,제한없음,미취업자
345,김해 취업발전소 운영,15,64,경상남도,제한없음,제한없음,제한없음
346,농업법인 취업지원사업,18,39,전국,제한없음,제한없음,미취업자
347,마을기업 청년일자리 사업,19,39,인천광역시,제한없음,제한없음,미취업자
348,2021년도 마을기업 청년취업 지원사업,18,39,광주광역시,제한없음,제한없음,미취업자
350,중소기업 신규경력직 채용 건강검진비 지원사업,0,100,경상북도,중졸,제한없음,제한없음
350,중소기업 신규경력직 채용 건강검진비 지원사업,0,100,경상북도,고졸,제한없음,제한없음
350,중소기업 신규경력직 채용 건강검진비 지원사업,0,100,경상북도,대졸,제한없음,제한없음
351,전북일자리종합센터 운영,0,100,전라북도,제한없음,제한없음,제한없음
352,지역산업맞춤형 일자리창출 지원사업 영종일자리프로젝트 추진,20,100,인천광역시,제한없음,제한없음,제한없음
353,지역주도형 청년일자리 사업 추진,0,39,부산광역시,제한없음,제한없음,미취업자
354,청년 맞춤형 인재양성 프로그램 지원사업,19,39,부산광역시,제한없음,제한없음,제한없음
355,청년 취·창업 아카데미 운영,19,39,서울특별시,제한없음,제한없음,제한없음
356,K-Shield 주니어,0,100,전국,제한없음,제한없음,미취업자
357,청년4-H 농업아카데미,18,39,강원도,제한없음,제한없음,제한없음
358,경남형 트랙사업,0,100,경상남도,고교 졸업예정,제한없음,미취업자
358,경남형 트랙사업,0,100,경상남도,고졸,제한없음,미취업자
358,경남형 트랙사업,0,100,경상남도,대학 졸업예정,제한없음,미취업자
358,경남형 트랙사업,0,100,경상남도,대졸,제한없음,미취업자
359,청년활동공간 운영,19,39,대전광역시,제한없음,제한없음,제한없음
360,ICT학점연계프로젝트 인턴십,0,100,전국,대학생,제한없음,미취업자
361,대경혁신인재양성프로젝트(HuStar)_혁신아카데미,0,33,대구광역시,대학 졸업예정,제한없음,미취업자
361,대경혁신인재양성프로젝트(HuStar)_혁신아카데미,0,33,대구광역시,대졸,제한없음,미취업자
362,면접정장무료대여사업,18,39,울산광역시,제한없음,제한없음,제한없음
363,청년 창업 지원사업,19,39,강원도,제한없음,제한없음,미취업자
364,청년 Dream 취업박람회,18,34,제주도,제한없음,제한없음,제한없음
365,언택트산업 청년일자리 육성,18,39,부산광역시,제한없음,제한없음,미취업자
366,청년드림 관악캠프,19,39,서울특별시,제한없음,제한없음,제한없음
368,취업콘서트사업,0,100,대구광역시,제한없음,제한없음,미취업자
369,청년쉼표교실 운영,19,39,서울특별시,제한없음,제한없음,제한없음
370,국민체력100사업 대학생 기자단 운영,0,100,부산광역시,제한없음,제한없음,제한없음
371,전문직업상담사 취업지원프로그램 운영,0,100,제주도,제한없음,제한없음,제한없음
372,청년드림캐스팅,18,39,부산광역시,제한없음,제한없음,미취업자
373,마포청년나루 운영,18,39,서울특별시,제한없음,제한없음,제한없음
374,대학생 혁신도시 이전공공기관 탐방,0,100,광주광역시,대학 재학,제한없음,제한없음
375,인공지능대학원지원,0,100,광주광역시,대졸,제한없음,제한없음
375,인공지능대학원지원,0,100,광주광역시,석·박사,제한없음,제한없음
376,WFK-KOICA UNV 대학생봉사단,18,29,전국,대학생,제한없음,제한없음
376,WFK-KOICA UNV 대학생봉사단,18,29,전국,대학원생,제한없음,제한없음
376,WFK-KOICA UNV 대학생봉사단,18,29,전국,대학 졸업예정,제한없음,제한없음
376,WFK-KOICA UNV 대학생봉사단,18,29,전국,대학원 졸업예정,제한없음,제한없음
377,AI실무자 양성사업,18,39,부산광역시,제한없음,제한없음,미취업자
378,경력단절예방 지원 강화,15,100,경상북도,제한없음,제한없음,미취업자
378,경력단절예방 지원 강화,15,100,경상북도,제한없음,제한없음,재직자
379,대학일자리센터 지원사업,0,100,제주도,제한없음,제한없음,제한없음
380,청년 취업해Dream 사업,19,39,서울특별시,제한없음,제한없음,미취업자
381,일자리카페 설치 및 운영,18,39,서울특별시,제한없음,제한없음,미취업자
382,관내 대학 졸업생 고용장려금 지급,0,100,충청북도,대학 졸업예정,제한없음,미취업자
382,관내 대학 졸업생 고용장려금 지급,0,100,충청북도,대졸,제한없음,미취업자
383,문화기반 청년 활동가 지원 사업,18,39,세종시,제한없음,제한없음,미취업자
384,2021년 대학생 아르바이트,0,100,제주도,대학 재학,제한없음,제한없음
384,2021년 대학생 아르바이트,0,100,제주도,대학 졸업예정,제한없음,제한없음
385,전북 청년내일채움공제,15,34,전라북도,제한없음,제한없음,재직자
386,WFK-청년봉사단(한국대학사회봉사협의회),0,100,전국,대학생,대학 졸업예정,제한없음
387,청년 핸드메이커 양성사업 (지역주도형 청년일자리 사업),18,39,부산광역시,제한없음,제한없음,제한없음
388,충북 청년여성 일자리플랫폼,0,39,충청북도,제한없음,제한없음,미취업자
389,청년 문화관광해설사 양성사업,25,39,대구광역시,제한없음,제한없음,제한없음
390,문화예술교육사 현장 역량강화 사업,0,100,강원도,제한없음,제한없음,제한없음
391,시흥 디지털 청년 Job-go,0,39,경기도,제한없음,제한없음,미취업자
392,스마트공장 IT 전문인력 양성사업,0,39,경상남도,제한없음,제한없음,미취업자
393,경남 중소기업 청년활력사업,18,39,경상남도,제한없음,제한없음,미취업자
394,지역 특화 청년무역전문가 양성사업,0,100,경기도,대학 재학,제한없음,미취업자
395,청년문화예술기획자 양성학교 운영,19,39,광주광역시,제한없음,제한없음,제한없음
396,세종시시 디지털 분야 일경험 청년일자리 지원사업,18,39,세종시,제한없음,제한없음,미취업자
397,경주시 청년센터 조성,15,39,경상북도,제한없음,제한없음,제한없음
399,디지털 인재육성 취업촉진 지원,18,39,광주광역시,제한없음,제한없음,제한없음
400,취업훈련기관 청년 수료생 취업지원,18,39,부산광역시,제한없음,제한없음,제한없음
401,"신진연구자 기초연구비 지원(신진연구, 생애첫연구)",0,39,전국,박사학위,제한없음,재직자
402,구군 자원봉사센터 청년실업해소 유급실무자 채용,18,34,부산광역시,제한없음,제한없음,제한없음
403,개발협력코디네이터,19,34,전국,대졸,제한없음,미취업자
404,대경혁신인재양성프로젝트(HuStar)_혁신대학,0,100,대구광역시,대학 재학,제한없음,제한없음
405,공공도서관 개관시간 연장사업,0,100,경상남도,제한없음,제한없음,제한없음
406,청년 소상공인 창업자금 지원,0,39,충청남도,제한없음,제한없음,재직자
407,청년 면접정장 무료대여 사업,18,39,충청남도,제한없음,제한없음,제한없음
408,청년창조발전소(고고씽 JOB) 운영,19,39,부산광역시,제한없음,제한없음,제한없음
409,지역주도형 청년일자리사업 포스트코로나 대응 디지털 G.T.S 프로젝트,19,39,부산광역시,대학생,제한없음,미취업자
409,지역주도형 청년일자리사업 포스트코로나 대응 디지털 G.T.S 프로젝트,19,39,부산광역시,대학원생,제한없음,미취업자
410,해운항만산업 청년일자리 지원사업,18,39,부산광역시,제한없음,제한없음,미취업자
411,특성화고 학생을 위한 취업지원,19,39,서울특별시,대학 재학,제한없음,제한없음
412,"WFK-ICT 봉사단(Korea ICT Volunteersk, KIV)",18,99,전국,대학 재학,제한없음,제한없음
412,"WFK-ICT 봉사단(Korea ICT Volunteersk, KIV)",18,99,전국,대학 졸업예정,제한없음,제한없음
413,(세종시시) 청년사회서비스사업단,19,34,세종시,대학 졸업예정,제한없음,미취업자
413,(세종시시) 청년사회서비스사업단,19,34,세종시,대졸,제한없음,미취업자
414,노량진 청년일자리센터,15,39,서울특별시,제한없음,제한없음,제한없음
415,서울청년센터 은평 오랑 운영,19,39,서울특별시,제한없음,제한없음,제한없음
416,영도구형 공공근로 청년일자리사업,18,39,부산광역시,제한없음,제한없음,미취업자
417,청년 취창업 아카데미,18,39,강원도,제한없음,제한없음,미취업자
417,청년 취창업 아카데미,18,39,강원도,제한없음,제한없음,재직자
418,대학생 행정체험단 운영,19,100,서울특별시,대학 재학,제한없음,미취업자
419,디지털 튜터 지원사원,19,39,서울특별시,제한없음,제한없음,제한없음
420,청년 취업홈런옷장,18,39,경기도,제한없음,제한없음,미취업자
421,여성 취·창업 박람회 개최,0,100,경상남도,제한없음,제한없음,미취업자
422,청년 일자리플랫폼 구축,19,29,경기도,제한없음,제한없음,제한없음
423,자활근로사업청년자립도전사업단,18,39,인천광역시,제한없음,제한없음,제한없음
424,청년문화특화거리 활성화,19,39,대구광역시,제한없음,제한없음,제한없음
425,청년창조스튜디오 공간 조성,18,39,부산광역시,제한없음,제한없음,제한없음
426,해외농업기술개발지원(글로벌농업인재 양성),18,34,전국,대학 졸업예정,제한없음,제한없음
426,해외농업기술개발지원(글로벌농업인재 양성),18,34,전국,대졸,제한없음,제한없음
426,해외농업기술개발지원(글로벌농업인재 양성),18,34,전국,대학생,제한없음,제한없음
427,(영등포구)서울시 일자리카페,19,39,서울특별시,제한없음,제한없음,제한없음
428,안양시 장학생 교류 프로그램,19,30,경기도,제한없음,제한없음,미취업자
429,청해진대학 지원사업,0,34,대구광역시,대학 재학,제한없음,제한없음
429,청해진대학 지원사업,0,34,대구광역시,대학 졸업예정,제한없음,제한없음
429,청해진대학 지원사업,0,34,대구광역시,대졸,제한없음,제한없음
430,4차산업혁명 혁신선도대학 육성,0,100,광주광역시,제한없음,제한없음,제한없음
432,거제 청년 유턴 일자리 사업,18,39,경상남도,제한없음,제한없음,미취업자
433,B-beauty 차세대 청년일자리 육성 프로젝트,18,39,부산광역시,제한없음,제한없음,미취업자
434,일반고 특화 직업능력개발훈련과정,0,100,전국,고교 재학,제한없음,미취업자
435,서리풀 청년아트센터,19,39,서울특별시,제한없음,제한없음,제한없음
436,청년 해외취업 희망드림 아카데미,19,34,경기도,대학 졸업예정,제한없음,미취업자
436,청년 해외취업 희망드림 아카데미,19,34,경기도,대졸,제한없음,미취업자
437,청년옷장 및 청춘사진관 운영,18,39,경기도,제한없음,제한없음,제한없음
438,동해안청년디딤돌 일자리 지원사업(사업중단),16,39,경상북도,제한없음,제한없음,제한없음
439,대학일자리센터 운영지원사업,18,39,충청남도,제한없음,제한없음,제한없음
440,선원정책 및 선원인력 역량강화 (청년해기인력 공급기반 강화),0,100,전국,제한없음,제한없음,미취업자
441,WFK-KOICA NGO봉사단,19,100,전국,제한없음,제한없음,제한없음
442,(경기 화성시) 학교 밖 청소년 지원사업,9,24,경기도,제한없음,제한없음,미취업자
443,청년 해외취업 지원사업(K-Move스쿨),19,34,경기도,대학 졸업예정,제한없음,미취업자
443,청년 해외취업 지원사업(K-Move스쿨),19,34,경기도,대졸,제한없음,미취업자
444,의료관광분야 청년인재 취업매칭 지원사업,18,39,부산광역시,제한없음,제한없음,미취업자
445,면접정장 무료 대여,18,34,경상남도,제한없음,고교 재학,제한없음
446,근로자 전입정착금 지원,0,100,전라북도,제한없음,제한없음,재직자
447,청년 소셜마케터 양성지원,19,34,경상남도,제한없음,제한없음,미취업자
448,청년드림슈트 면접정장 무료대여,19,39,경기도,제한없음,제한없음,미취업자
449,지역우수인재 고용촉진사업,18,35,충청남도,제한없음,제한없음,재직자
450,수출전문 청년일자리 지원사업(지역주도형 청년일자리),18,39,부산광역시,제한없음,제한없음,미취업자
451,지역주도형 청년일자리 사업(청년 신규일자리 창출),19,39,서울특별시,제한없음,대학 재학,미취업자
452,지역주도형 청년일자리사업(3유형),0,39,경기도,제한없음,제한없음,제한없음
453,부산시 동구 구인/구직 개척단 취업상담원,18,100,부산광역시,제한없음,제한없음,제한없음
454,WFK-과학기술지원단,0,100,전국,대졸,제한없음,미취업자
455,포항 취업창업 박람회,0,100,경상북도,제한없음,제한없음,제한없음
456,WFK-한방봉사단(KOMSTA),0,100,전국,제한없음,제한없음,제한없음
457,의정부청년 슈트잡(JOB)아-청년 면접정장 대여사업,18,39,경기도,제한없음,제한없음,제한없음
458,국립대학 지역맞춤형 인재육성사업,0,100,경상북도,제한없음,제한없음,제한없음
459,지역인재 고용 인센티브,18,40,충청북도,제한없음,제한없음,제한없음
460,대학일자리센터 지원,18,39,전라북도,대학 재학,제한없음,제한없음
460,대학일자리센터 지원,18,39,전라북도,대학 졸업예정,제한없음,제한없음
460,대학일자리센터 지원,18,39,전라북도,대졸,제한없음,제한없음
460,대학일자리센터 지원,18,39,전라북도,석·박사,제한없음,제한없음
461,취업전략 특강,19,39,대전광역시,제한없음,제한없음,미취업자
462,청년친화강소기업 탐방 프로젝트,19,39,서울특별시,제한없음,제한없음,제한없음
463,ODA 사업수행기관 영프로페셔널,19,34,전국,제한없음,제한없음,제한없음
464,부산콘텐츠인력 GROW-UP 채용지원(지역주도형 청년일자리),0,39,부산광역시,제한없음,제한없음,제한없음
465,마포형 청년일자리 창출사업,18,39,서울특별시,제한없음,제한없음,미취업자
466,중소기업 기숙사 임차비 지원사업,18,39,경상북도,제한없음,제한없음,제한없음
467,청년일자리 사업,19,39,충청북도,대학 재학,제한없음,미취업자
469,부산시 기술사관 육성사업,16,30,부산광역시,고교 재학,제한없음,미취업자
470,기장군 모다-일 청년인턴지원 사업,19,39,부산광역시,제한없음,제한없음,제한없음
471,WFK 봉사단 코디네이터,19,60,전국,제한없음,제한없음,미취업자
472,2021년 동두천시 청년구직비용 패키지 지원 사업,19,39,경기도,제한없음,제한없음,제한없음
473,지역인재 지역살리기 사업,18,39,경상남도,제한없음,제한없음,제한없음
474,경남 웹툰캠퍼스 운영,0,100,경상남도,제한없음,제한없음,제한없음
475,충청북도 일자리지원센터 운영,0,100,충청북도,제한없음,제한없음,미취업자
477,전주 청년온라인플랫폼 운영,18,39,전라북도,제한없음,제한없음,제한없음
478,청년근로자 정착 위한 연봉 지원사업,18,40,충청남도,제한없음,제한없음,재직자
479,청년아지트 나와유 운영,18,39,충청남도,제한없음,제한없음,제한없음
480,부산일자리정보망 운영,0,100,부산광역시,제한없음,제한없음,제한없음
481,대학일자리센터 운영 지원,0,100,부산광역시,제한없음,제한없음,미취업자
482,일자리종합센터 운영,0,100,부산광역시,제한없음,제한없음,제한없음
483,연구개발성과의 기업이전 촉진,18,34,전국,대졸,제한없음,미취업자
484,"탈북 청년 취업, 교육지원",0,100,전국,대학생,제한없음,제한없음
484,"탈북 청년 취업, 교육지원",0,100,전국,대졸,제한없음,제한없음
485,청년 일자리 상담창구 톡톡데스크 운영,19,39,광주광역시,제한없음,제한없음,제한없음
486,산업협력형 지역인재육성사업,0,100,제주도,대학 재학,제한없음,제한없음
486,산업협력형 지역인재육성사업,0,100,제주도,대학 졸업예정,제한없음,제한없음
486,산업협력형 지역인재육성사업,0,100,제주도,대졸,제한없음,제한없음
487,청년고용 우수기업 지원사업,15,39,경상북도,중졸,제한없음,미취업자
487,청년고용 우수기업 지원사업,15,39,경상북도,고졸,제한없음,미취업자
487,청년고용 우수기업 지원사업,15,39,경상북도,대졸,제한없음,미취업자
488,청년일자리 우수기업 청년채용지원,20,39,충청북도,제한없음,제한없음,미취업자
489,청년문제해결형 공모사업,18,34,대전광역시,제한없음,제한없음,제한없음
490,원스톱취업 호텔서비스 전문인력 양성사업,19,34,부산광역시,제한없음,제한없음,미취업자
491,일자리창출 우수기업 지원,0,100,경상북도,제한없음,제한없음,재직자
492,U-Space BIFC 청년일자리 지원사업,18,39,부산광역시,제한없음,제한없음,제한없음
493,스마트그리드 및 청정에너지 융복합 전문인력 양성지원,18,34,제주도,제한없음,제한없음,제한없음
494,청년 목공인 양성과정,19,34,서울특별시,제한없음,제한없음,제한없음
495,조선업희망센터 전직지원 프로그램,0,100,울산광역시,제한없음,제한없음,미취업자
496,청년 제조업 창업 공간 운영,18,39,울산광역시,제한없음,제한없음,제한없음
497,문화콘텐츠 아카데미 운영,0,100,전라북도,제한없음,제한없음,제한없음
499,고양 내일꿈제작소 건립 공사,0,100,경기도,제한없음,제한없음,제한없음
500,사회적경제 청년활동가 육성,18,39,충청남도,제한없음,제한없음,미취업자
502,2021년 부산청년 로컬크리에이터 육성사업,18,39,부산광역시,제한없음,제한없음,제한없음
503,Wici(결혼이민여성) 취업지원프로그램,0,100,전국,제한없음,제한없음,미취업자
504,취업지원특강 개최,19,34,서울특별시,제한없음,제한없음,제한없음
505,기능인력 청년인턴 장려금 지원,18,34,경상북도,고교 졸업예정,제한없음,재직자
505,기능인력 청년인턴 장려금 지원,18,34,경상북도,고졸,제한없음,재직자
505,기능인력 청년인턴 장려금 지원,18,34,경상북도,대학 졸업예정,제한없음,재직자
505,기능인력 청년인턴 장려금 지원,18,34,경상북도,대졸,제한없음,재직자
506,김포사랑 청년재직자 내일채움공제,19,34,경기도,제한없음,제한없음,재직자
507,면접정장 무료대여 청나래 운영,19,34,경기도,제한없음,제한없음,미취업자
508,창원시 전략산업 부흥 프로젝트,18,34,경상남도,제한없음,제한없음,미취업자
509,김해형 청년 1인 크리에이터 육성사업,19,39,경상남도,제한없음,제한없음,재직자
510,취업준비 청년 면접정장 사업,15,39,경기도,제한없음,제한없음,미취업자
511,청년농업인 드론방제단 지원사업,0,100,광주광역시,제한없음,제한없음,재직자
512,충북전략산업 전문연구인력 채용지원,20,39,충청북도,석·박사,제한없음,미취업자
513,우수모범기업 청년인턴사업,18,39,경상북도,제한없음,제한없음,미취업자
513,우수모범기업 청년인턴사업,18,39,경상북도,제한없음,제한없음,재직자
514,충북글로벌게임센터,0,100,충청북도,제한없음,제한없음,제한없음
515,청양사랑형 청년내일채움공제,15,34,충청남도,대졸,제한없음,재직자
516,대학생 멘토링 지원사업,19,26,부산광역시,대학생,제한없음,미취업자
517,미래신산업 및 철강산업 경쟁력강화를 통한 일자리 생태계 조성,0,100,경상북도,제한없음,제한없음,미취업자
518,청년세대를 위한 평생교육 활성화 지원,0,100,충청북도,제한없음,제한없음,제한없음
519,조선업희망센터 집단상담 프로그램,0,100,울산광역시,제한없음,제한없음,미취업자
520,지역주도형 청년일자리 사업(도전! 양주 청년미래로 일자리사업),18,39,경기도,제한없음,제한없음,미취업자
521,온라인일자리박람회,18,60,전라남도,제한없음,제한없음,제한없음
522,지역산업 맞춤형 일자리창출지원사업,0,100,전라북도,제한없음,제한없음,제한없음
523,부산권 대학 취업네트워크 활성화 사업,0,100,부산광역시,대학 재학,제한없음,미취업자
523,부산권 대학 취업네트워크 활성화 사업,0,100,부산광역시,대졸,제한없음,미취업자
524,사회적기업활성화 청년인력지원 프로젝트,18,39,부산광역시,제한없음,제한없음,미취업자
526,대학일자리센터 사업,0,100,전라북도,제한없음,제한없음,제한없음
527,민간기업 통합 정기채용지원,0,100,제주도,제한없음,제한없음,제한없음
528,지역주도형 청년일자리사업,0,39,전라북도,제한없음,제한없음,제한없음
530,대학발전 육성사업,0,100,강원도,대학 재학,제한없음,미취업자
531,지역특화청년무역전문가양성,0,100,광주광역시,대학 재학,제한없음,제한없음
532,사회적경제조직 청년일자리 지원사업,18,39,부산광역시,제한없음,제한없음,미취업자
533,노량진 청년일자리센터 운영,19,34,서울특별시,제한없음,제한없음,제한없음
534,경남 수출농업단지 및 수출전문업체 청년일자리 지원,18,39,경상남도,제한없음,제한없음,미취업자
535,취업보장형 고교·전문대 통합교육 육성사업,0,100,전라북도,고교 재학,제한없음,제한없음
535,취업보장형 고교·전문대 통합교육 육성사업,0,100,전라북도,대학 재학,제한없음,제한없음
536,청년 취업박람회,18,39,충청남도,제한없음,제한없음,미취업자
537,맞춤일자리 동행면접,0,100,강원도,제한없음,제한없음,미취업자
538,지역산업맞춤형 일자리 창출 지원사업,0,100,서울특별시,제한없음,제한없음,미취업자
539,(경북) 콘텐츠코리아랩 운영,0,100,경상북도,제한없음,제한없음,제한없음
540,지역주도형 청년 일자리사업,18,39,서울특별시,제한없음,제한없음,미취업자
541,청년 취창업 인큐베이팅 지원사업,15,39,경상북도,제한없음,제한없음,미취업자
542,청년 역량강화 교육 및 워크숍,18,100,전라남도,제한없음,제한없음,제한없음
